rishi_list_bound_witness.rish	TWIN	1	1	re-proven at r19 — read-file and list ceiling mirrored to the elder
rishi_quote_safe_witness.rish	TWIN	0	0	
rs1_args.rish	TWIN	0	0	
rs2_flag.rish	TWIN	0	0	
run_record_witness.rish	TWIN	0	0	
rune_alias_witness.rish	TWIN	0	0	
rune_bounded_trap_witness.rish	TWIN	0	0	
rune_cast_witness.rish	TWIN	0	0	
rune_conditional_witness.rish	TWIN	0	0	
rune_face_witness.rish	TWIN	0	0	
rune_mutate_witness.rish	TWIN	0	0	
rune_null_witness.rish	TWIN	0	0	
rune_switch_witness.rish	TWIN	0	0	
rw1_history_contract.rish	TWIN	0	0	
rw1_shell_collab.rish	TWIN	0	0	
rw2_app_collab.rish	TWIN	0	0	
rw2_surface_contract.rish	TWIN	0	0	
rw4_slc_failure_paths.rish	TWIN	0	0	
rw5_assist_integration.rish	TWIN	0	0	
rw5_lantern_collab.rish	TWIN	0	0	
rw5_lantern_contract.rish	TWIN	0	0	
scribble_lap1.rish	TWIN	0	0	
scribble_lap2.rish	TWIN	0	0	
scribble_lap3.rish	TWIN	0	0	
scribble_lap4.rish	TWIN	0	0	
scribble_lap5.rish	TWIN	0	0	
scribble_lap6.rish	TWIN	0	0	
scribble_lap7.rish	TWIN	0	0	
scribble_lap8.rish	TWIN	0	0	
session_logs_archive.rish	WRITES-DETECTED	0	-	
session_logs_archive_preview.rish	TWIN	0	0	
session_logs_archive_witness.rish	TWIN	0	0	
session_logs_index_prepend.rish	TWIN	1	1	
setu05_desk_apply_witness.rish	TWIN	0	0	
setu0_hearth_pull_onpath_host.rish	TWIN	1	1	
setu0_hearth_pull_witness.rish	TWIN	0	0	
setu1_lane_ping_witness.rish	TWIN	0	0	
setu2_lane_wire_witness.rish	TWIN	0	0	
setu3_ncm_frame_witness.rish	TWIN	0	0	
setu4_framed_lane_witness.rish	TWIN	0	0	
setu4_gadget_probe_onpath_host.rish	TWIN	0	0	
setu5_device_payload_witness.rish	TWIN	0	0	
setu65_lab_tx_onpath_host.rish	TWIN	1	1	
setu65_lab_tx_witness.rish	TWIN	0	0	
setu6_device_lab_witness.rish	TWIN	0	0	
setu6_lab_probe_onpath_host.rish	TWIN	1	1	
setu_desk_hold0_witness.rish	TWIN	0	0	
setu_desk_hold1_witness.rish	TWIN	0	0	
setu_desk_hold_wayland_witness.rish	TWIN	0	0	
seva_b1_glass_carriage_witness.rish	TWIN	0	0	
seva_backchannel_witness.rish	TWIN	0	0	
seva_broadcast_delivery_witness.rish	TWIN	0	0	
seva_jabs2_glass_audience_witness.rish	TWIN	0	0	
seva_live_root_glass_witness.rish	TWIN	0	0	
seva_rename_witness.rish	TWIN	0	0	
seva_session_core_witness.rish	TWIN	0	0	
seva_surface_witness.rish	TWIN	0	0	
seva_view_witness.rish	TWIN	0	0	
slc1_accept.rish	TWIN	0	0	
slc1_recall_step3.rish	TWIN	0	0	
slc1_repl_step1.rish	TWIN	0	0	
slc1_version_step2.rish	TWIN	0	0	
slc2a_ring1_arbitrary.rish	TWIN	0	0	
slc2a_ring2_redraw.rish	TWIN	0	0	
slc2a_ring3_metal.rish	NONDET-BUILD	0	0	drawn-terminal byte size chatter — reclassified per Keaton continue 20260727.074039
slc2a_ring3_session.rish	TWIN	0	0	
slc2b_keyboard.rish	NONDET-TIME	0	0	
slcl1_receipt.rish	TWIN	0	0	
slcl2_receipt.rish	TWIN	0	0	
slcl4_mudra.rish	TWIN	0	0	
slcl4_sigma.rish	TWIN	0	0	
stoa191_native_claim_wire_witness.rish	TWIN	1	1	
stoa198_native_fold_wire_witness.rish	SLOW-BOTH	124	124	
stoa237_native_embedded_desk_witness.rish	SLOW-BOTH	124	124	
stoa241_face_lit_product_agree_witness.rish	TWIN	1	1	
stoa243_line_body_author_witness.rish	TWIN	0	0	
stoa245_sign_body_author_witness.rish	TWIN	0	0	
stoa247_digest_body_author_witness.rish	TWIN	0	0	
stoa249_fields_body_author_witness.rish	TWIN	0	0	
stoa253_n_field_identity_emit_witness.rish	TWIN	0	0	
stoa255_barket_n_field_identity_emit_witness.rish	SLOW-BOTH	124	124	
