living_docs_lint.rish	TWIN	0	0	re-proven at r18 — say seam repaired
make_key_card.rish	TWIN	1	1	
make_key_qr_svg.rish	TWIN	1	1	
murr_m1_witness.rish	TWIN	0	0	
murr_m2_witness.rish	TWIN	0	0	
mand_ring1_witness.rish	TWIN	0	0	
mand_ring2_witness.rish	TWIN	0	0	
mand_ring3_witness.rish	TWIN	0	0	
mandi_floor_view.rish	TWIN	0	0	
mandi_lap1.rish	TWIN	0	0	
mandi_listing_settle.rish	TWIN	0	0	
mandi_settle_view.rish	TWIN	0	0	
mantra_beading.rish	TWIN	0	0	
mantra_bolt_apply_step_witness.rish	TWIN	0	0	
mantra_recall_batch_wire.rish	TWIN	0	0	
mantra_recall_beaded.rish	TWIN	0	0	
mantra_recall_by_mark.rish	TWIN	0	0	
mantra_recall_catch_up.rish	TWIN	0	0	
mantra_recall_catch_up_wire.rish	TWIN	0	0	
mantra_recall_lap1.rish	TWIN	0	0	
mantra_recall_lap2.rish	TWIN	0	0	
mantra_recall_lap3.rish	TWIN	0	0	
mantra_recall_lap3_wire.rish	TWIN	0	0	
mantra_recall_subscribe_poll.rish	TWIN	0	0	
mantra_recall_subscribe_poll_interval.rish	TWIN	0	0	
mantra_recall_subscribe_poll_stop.rish	TWIN	0	0	
mantra_recall_subscribe_poll_wire.rish	TWIN	0	0	
mantra_recall_tablecloth_query.rish	TWIN	0	0	
mantra_recall_tablecloth_query_device.rish	TWIN	0	0	
mantra_recall_tablecloth_query_wire.rish	TWIN	0	0	
mantra_recall_two_way_sync.rish	TWIN	0	0	
mantra_recall_two_way_sync_wire.rish	TWIN	0	0	
mantra_resin_batch.rish	TWIN	0	0	
mantra_snapshot_horizon.rish	TWIN	0	0	
mantra_snapshot_replay.rish	TWIN	0	0	
mantra_snapshot_wire.rish	TWIN	0	0	
markdown_structure_witness.rish	TWIN	1	1	
neth_apply_step_witness.rish	TWIN	0	0	
neth_root_install_witness.rish	TWIN	0	0	
neth_root_witness.rish	TWIN	0	0	
neth_serial_core_delivery_witness.rish	TWIN	0	0	
neth_serial_core_witness.rish	TWIN	0	0	
neth_sim_witness.rish	TWIN	0	0	
nock_core_witness.rish	TWIN	0	0	
nock_jet_dec_witness.rish	TWIN	0	0	
nock_lap2_witness.rish	TWIN	0	0	
nock_lap3_witness.rish	TWIN	0	0	
one_clock_witness.rish	RED	0	0	
