stoa73_product_root_write_witness.rish	TWIN	1	1	
stranger_lap_bound_negative_witness.rish	TWIN	0	0	
stranger_lap_witness.rish	NONDET-TIME	0	0	
tally_copy.rish	TWIN	0	0	
tally_maybe.rish	TWIN	0	0	
tally_no_padding.rish	TWIN	0	0	
tally_parse_int.rish	TWIN	0	0	
tame-check.rish	TWIN	0	0	
tame_check_th2.rish	TWIN	0	0	
tame_check_th2b.rish	TWIN	0	0	
tame_check_th2c.rish	TWIN	0	0	
tame_style_check.rish	TWIN	0	0	
tame_style_scan.rish	TWIN	0	0	
tame_style_scan_advise.rish	TWIN	0	0	
tame_style_scan_advise_selftest.rish	TWIN	0	0	
tame_style_scan_bans.rish	TWIN	0	0	
tame_style_scan_bans_selftest.rish	TWIN	0	0	
tame_style_tools_py_ban_selftest.rish	TWIN	0	0	
tame_usize_audit.rish	TWIN	0	0	
tube05_apk_pack_witness.rish	TWIN	1	1	
tube05_envelope_witness.rish	TWIN	0	0	
tube05_install_proof_onpath_host.rish	TWIN	1	1	
tube0_5_android_permission_witness.rish	TWIN	0	0	
tube0_manifest_witness.rish	TWIN	0	0	
tube1_admission_witness.rish	TWIN	0	0	
tube1_glass_gate_witness.rish	TWIN	0	0	
tube2_publish_witness.rish	TWIN	0	0	
tube3_resin_fetch_witness.rish	TWIN	0	0	
tube4_market_rail_witness.rish	TWIN	0	0	
tube5_mantra_revision_witness.rish	TWIN	0	0	
two_rooms_doorway.rish	TWIN	1	1	
waymark_derive.rish	TWIN	1	1	
waymark_derive_witness.rish	TWIN	0	0	
width-check.rish	TWIN	0	0	
width_check_th1.rish	TWIN	0	0	
width_check_th3.rish	TWIN	0	0	
width_check_th4.rish	TWIN	0	0	
width_check_th5.rish	TWIN	0	0	
width_check_th6.rish	TWIN	0	0	
wov_dual_monarch.rish	TWIN	0	0	
wov_exit_honesty.rish	TWIN	0	0	
wov_tb_host.rish	TWIN	1	1	
wov_tb_pin.rish	TWIN	1	1	
collision_guard.rish	TWIN	1	1	pond
glow_run.rish	TWIN	0	0	glow/gen/bound-tick.glow
