lattice_lap1.rish	TWIN	0	0	
lattice_lap10.rish	TWIN	0	0	
lattice_lap11.rish	TWIN	0	0	
lattice_lap12.rish	TWIN	0	0	
lattice_lap13.rish	TWIN	0	0	
lattice_lap14.rish	TWIN	0	0	
lattice_lap15.rish	TWIN	0	0	
lattice_lap16.rish	TWIN	0	0	
lattice_lap17.rish	TWIN	0	0	
lattice_lap18.rish	TWIN	0	0	
lattice_lap19.rish	TWIN	0	0	
lattice_lap2.rish	TWIN	0	0	
lattice_lap20.rish	TWIN	0	0	
lattice_lap21.rish	TWIN	0	0	
lattice_lap22.rish	TWIN	0	0	
lattice_lap23.rish	TWIN	0	0	
lattice_lap24.rish	TWIN	0	0	
lattice_lap25.rish	TWIN	0	0	
lattice_lap26.rish	TWIN	0	0	
lattice_lap27.rish	TWIN	0	0	
lattice_lap28.rish	TWIN	0	0	
lattice_lap29.rish	TWIN	0	0	
lattice_lap3.rish	TWIN	0	0	
lattice_lap30.rish	TWIN	0	0	
lattice_lap31.rish	TWIN	0	0	
lattice_lap32.rish	TWIN	0	0	
lattice_lap33.rish	TWIN	0	0	
lattice_lap34.rish	TWIN	0	0	
lattice_lap35.rish	TWIN	0	0	
lattice_lap36.rish	TWIN	0	0	
lattice_lap37.rish	TWIN	0	0	
lattice_lap38.rish	TWIN	0	0	
lattice_lap39.rish	TWIN	0	0	
lattice_lap4.rish	TWIN	0	0	
lattice_lap40.rish	TWIN	0	0	
lattice_lap5.rish	TWIN	0	0	
lattice_lap6.rish	TWIN	0	0	
lattice_lap7.rish	TWIN	0	0	
lattice_lap8.rish	TWIN	0	0	
lattice_lap9.rish	TWIN	0	0	
lexicon_barket_phrase_append.rish	TWIN	1	1	
link_witness.rish	TWIN	0	0	
living_docs_lint.rish	RED	0	134	
